time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20160114:0100,13.02,92.6,0.0,-0.0,0.0,361.25,0.28,311.0,74447.0
20160114:0200,12.46,98.1,0.0,-0.0,0.0,357.6,0.21,49.0,74520.0
20160114:0300,12.25,98.65,0.0,-0.0,0.0,358.2,0.21,56.0,74549.0
20160114:0400,12.48,98.55,0.0,-0.0,0.0,373.6,0.21,340.0,74535.0
20160114:0500,12.21,98.95,0.0,-0.0,0.0,360.8,0.28,322.0,74505.0
20160114:0600,11.82,99.25,0.0,-0.0,0.0,350.0,0.28,327.0,74447.0
20160114:0700,11.65,99.75,0.0,-0.0,0.0,342.2,0.41,341.0,74410.0
20160114:0800,11.03,99.9,0.0,-0.0,0.0,330.6,0.41,47.0,74388.0
20160114:0900,11.23,99.8,0.0,-0.0,0.0,351.4,0.55,72.0,74403.0
20160114:1000,11.01,99.6,0.0,-0.0,0.0,346.8,0.69,81.0,74403.0
20160114:1100,11.13,99.15,0.0,-0.0,0.0,363.0,0.76,80.0,74491.0
20160114:1200,11.45,94.85,193.4,485.44,101.15,348.0,0.9,88.0,74571.0
20160114:1300,13.0,84.15,354.85,413.97,182.6,339.0,0.55,106.0,74578.0
20160114:1400,14.77,72.55,582.55,711.76,147.1,348.4,0.34,162.0,74593.0
20160114:1500,16.63,63.15,692.75,679.1,174.05,345.8,0.41,250.0,74535.0
20160114:1600,18.05,58.0,701.25,622.74,164.6,335.6,1.03,273.0,74476.0
20160114:1700,17.98,59.25,827.45,692.61,204.8,353.2,1.24,282.0,74396.0
20160114:1800,18.45,58.1,721.95,602.66,195.85,352.0,1.52,284.0,74315.0
20160114:1900,17.54,63.7,514.45,372.14,222.15,357.2,1.31,278.0,74249.0
20160114:2000,17.39,70.65,432.5,437.49,151.45,361.2,1.52,271.0,74235.0
20160114:2100,17.18,76.25,230.1,283.96,101.3,356.0,1.45,270.0,74235.0
20160114:2200,15.55,79.55,61.0,121.84,32.75,349.6,1.17,283.0,74330.0
20160114:2300,13.88,86.7,0.0,-0.0,0.0,333.8,0.55,278.0,74374.0
20160115:0000,13.12,91.85,0.0,-0.0,0.0,345.0,0.41,308.0,74417.0
20160115:0100,12.51,94.8,0.0,-0.0,0.0,336.05,0.41,6.0,74461.0
20160115:0200,12.07,96.5,0.0,-0.0,0.0,334.2,0.69,58.0,74491.0
20160115:0300,11.6,97.65,0.0,-0.0,0.0,332.8,0.76,68.0,74527.0
20160115:0400,11.28,98.05,0.0,-0.0,0.0,336.0,0.69,70.0,74527.0
20160115:0500,11.22,98.1,0.0,-0.0,0.0,342.4,0.69,73.0,74491.0
20160115:0600,11.12,98.15,0.0,-0.0,0.0,343.4,0.69,81.0,74439.0
20160115:0700,11.07,98.05,0.0,-0.0,0.0,356.4,0.83,83.0,74374.0
20160115:0800,10.78,98.35,0.0,-0.0,0.0,348.2,0.9,82.0,74344.0
20160115:0900,10.63,97.55,0.0,-0.0,0.0,347.0,0.9,87.0,74344.0
20160115:1000,10.38,97.35,0.0,-0.0,0.0,337.6,0.97,87.0,74366.0
20160115:1100,10.48,95.7,0.0,-0.0,0.0,348.4,0.97,88.0,74425.0
20160115:1200,10.92,94.0,197.85,563.62,91.25,337.2,0.97,87.0,74476.0
20160115:1300,12.91,83.1,443.9,837.22,95.95,333.8,0.9,99.0,74498.0
20160115:1400,15.29,66.8,630.15,829.32,122.8,323.0,0.41,130.0,74491.0
20160115:1500,17.36,56.45,783.65,855.67,129.7,331.4,0.34,240.0,74396.0
20160115:1600,18.83,53.15,858.65,804.93,164.25,333.4,0.34,243.0,74293.0
20160115:1700,20.29,46.3,925.0,857.9,152.6,337.8,0.21,218.0,74176.0
20160115:1800,20.9,45.15,743.2,670.84,156.45,352.4,0.69,276.0,74088.0
20160115:1900,20.43,46.3,658.2,619.21,170.65,361.0,0.9,288.0,74015.0
20160115:2000,19.71,49.45,410.95,397.0,155.1,361.6,0.76,320.0,73993.0
20160115:2100,18.58,57.75,276.85,396.9,96.0,359.8,0.83,326.0,74008.0
20160115:2200,17.6,64.2,67.2,166.59,28.25,351.6,0.62,333.0,74066.0
20160115:2300,16.23,74.0,0.0,-0.0,0.0,352.8,0.41,323.0,74161.0
20160116:0000,14.66,83.95,0.0,-0.0,0.0,322.6,0.55,59.0,74235.0
20160116:0100,13.32,89.3,0.0,-0.0,0.0,319.05,0.9,79.0,74271.0
20160116:0200,12.53,91.3,0.0,-0.0,0.0,323.6,1.03,83.0,74330.0
20160116:0300,11.83,92.4,0.0,-0.0,0.0,318.4,1.1,87.0,74337.0
20160116:0400,10.83,95.65,0.0,-0.0,0.0,325.0,1.03,90.0,74330.0
20160116:0500,10.26,96.25,0.0,-0.0,0.0,316.8,1.17,94.0,74337.0
20160116:0600,10.0,95.0,0.0,-0.0,0.0,308.4,1.24,98.0,74308.0
20160116:0700,10.35,96.6,0.0,-0.0,0.0,338.4,0.83,95.0,74271.0
20160116:0800,9.77,97.25,0.0,-0.0,0.0,323.0,0.97,93.0,74257.0
20160116:0900,9.52,95.8,0.0,-0.0,0.0,331.6,1.1,93.0,74257.0
20160116:1000,9.43,93.2,0.0,-0.0,0.0,334.8,1.17,93.0,74308.0
20160116:1100,9.13,92.45,0.0,-0.0,0.0,340.6,1.17,93.0,74374.0
20160116:1200,9.55,89.45,173.0,475.6,83.45,328.8,1.1,92.0,74439.0
20160116:1300,12.68,74.6,391.65,691.52,104.55,344.8,0.9,101.0,74505.0
20160116:1400,15.44,57.4,637.6,817.27,137.6,335.4,0.48,137.0,74505.0
20160116:1500,17.39,49.0,726.5,722.71,173.8,327.2,0.55,229.0,74461.0
20160116:1600,18.4,47.1,882.45,841.02,156.1,337.0,0.62,243.0,74388.0
20160116:1700,19.75,43.6,921.75,819.66,182.65,348.4,0.34,218.0,74249.0
20160116:1800,20.62,41.0,868.95,804.86,163.6,332.4,0.55,267.0,74154.0
20160116:1900,20.71,42.15,682.25,686.03,140.75,339.0,0.62,281.0,74022.0
20160116:2000,20.25,43.3,474.15,513.2,142.35,347.8,0.69,328.0,73971.0
20160116:2100,19.22,50.1,300.1,482.95,79.05,349.8,1.17,319.0,73979.0
20160116:2200,17.92,59.15,83.95,229.07,29.95,333.6,0.83,322.0,74103.0
20160116:2300,16.2,70.15,0.0,-0.0,0.0,329.8,0.34,326.0,74147.0
20160117:0000,14.62,79.35,0.0,-0.0,0.0,323.0,0.69,69.0,74220.0
20160117:0100,13.46,85.15,0.0,-0.0,0.0,324.25,0.97,80.0,74278.0
20160117:0200,12.55,87.95,0.0,-0.0,0.0,321.0,1.1,81.0,74330.0
20160117:0300,12.11,87.6,0.0,-0.0,0.0,326.2,1.1,83.0,74381.0
20160117:0400,11.74,87.8,0.0,-0.0,0.0,331.2,1.03,83.0,74388.0
20160117:0500,11.37,88.4,0.0,-0.0,0.0,330.4,0.97,83.0,74388.0
20160117:0600,10.79,89.9,0.0,-0.0,0.0,321.6,0.9,84.0,74359.0
20160117:0700,10.56,88.75,0.0,-0.0,0.0,326.0,0.97,92.0,74330.0
20160117:0800,10.31,88.6,0.0,-0.0,0.0,324.0,0.97,90.0,74308.0
20160117:0900,9.98,88.7,0.0,-0.0,0.0,324.0,0.97,87.0,74315.0
20160117:1000,9.13,91.65,0.0,-0.0,0.0,320.0,1.03,85.0,74330.0
20160117:1100,8.79,90.85,0.0,-0.0,0.0,313.2,1.03,86.0,74425.0
20160117:1200,9.62,86.3,252.8,924.06,79.55,307.6,0.9,84.0,74469.0
20160117:1300,13.46,68.15,498.5,948.07,105.25,312.2,0.62,100.0,74513.0
20160117:1400,16.32,45.85,733.6,1032.23,102.0,310.0,0.28,152.0,74491.0
20160117:1500,18.32,41.35,884.85,1008.66,112.9,316.4,0.69,268.0,74447.0
20160117:1600,19.49,42.95,974.65,997.67,112.0,323.8,1.1,276.0,74388.0
20160117:1700,20.13,47.75,960.5,895.88,151.4,328.4,1.38,278.0,74293.0
20160117:1800,20.44,47.15,810.45,770.07,134.25,332.0,0.83,278.0,74205.0
20160117:1900,19.93,51.0,686.1,692.92,137.8,347.6,1.17,277.0,74140.0
20160117:2000,19.31,55.05,504.0,628.43,96.4,350.8,1.38,292.0,74103.0
20160117:2100,18.55,60.3,304.6,497.76,75.75,352.8,1.31,291.0,74110.0
20160117:2200,17.46,65.7,76.4,196.72,29.65,346.2,1.24,302.0,74198.0
20160117:2300,15.96,74.1,0.0,-0.0,0.0,333.8,0.76,299.0,74242.0
20160118:0000,14.59,82.3,0.0,-0.0,0.0,329.0,0.48,310.0,74315.0
20160118:0100,13.26,93.5,0.0,-0.0,0.0,319.45,0.41,20.0,74366.0
20160118:0200,12.18,96.3,0.0,-0.0,0.0,318.0,0.62,65.0,74454.0
20160118:0300,11.5,97.6,0.0,-0.0,0.0,319.2,0.69,76.0,74491.0
20160118:0400,10.93,98.5,0.0,-0.0,0.0,316.0,0.83,76.0,74498.0
20160118:0500,10.44,98.8,0.0,-0.0,0.0,313.0,0.97,82.0,74483.0
20160118:0600,9.93,99.45,0.0,-0.0,0.0,321.8,0.97,87.0,74432.0
20160118:0700,9.56,96.7,0.0,-0.0,0.0,304.6,1.1,91.0,74381.0
20160118:0800,9.36,96.5,0.0,-0.0,0.0,309.0,1.1,91.0,74337.0
20160118:0900,8.65,98.75,0.0,-0.0,0.0,318.2,1.03,91.0,74322.0
20160118:1000,8.43,97.85,0.0,-0.0,0.0,320.4,1.24,91.0,74308.0
20160118:1100,8.02,97.65,0.0,-0.0,0.0,327.8,1.24,92.0,74381.0
20160118:1200,8.49,95.05,227.15,714.89,93.65,326.0,1.1,94.0,74432.0
20160118:1300,12.08,83.85,461.0,829.01,117.4,334.2,0.55,107.0,74498.0
20160118:1400,15.21,63.15,715.75,1004.3,101.1,331.2,0.41,227.0,74498.0
20160118:1500,17.31,55.65,861.25,920.83,155.95,316.0,0.69,263.0,74439.0
20160118:1600,18.99,49.3,919.0,863.09,171.8,323.8,0.76,271.0,74374.0
20160118:1700,19.57,48.25,921.7,821.43,178.65,334.6,0.97,281.0,74286.0
20160118:1800,19.77,48.05,789.95,678.91,192.6,338.0,1.1,290.0,74183.0
20160118:1900,19.51,49.25,675.1,678.71,136.7,340.8,1.24,284.0,74118.0
20160118:2000,18.97,52.35,485.65,582.78,106.45,349.6,1.24,294.0,74074.0
20160118:2100,17.9,58.9,304.8,476.29,84.85,329.4,1.31,298.0,74088.0
20160118:2200,16.79,65.25,84.85,222.51,31.55,325.8,1.1,296.0,74191.0
20160118:2300,15.35,73.15,0.0,-0.0,0.0,326.6,0.62,296.0,74271.0
20160119:0000,13.93,81.05,0.0,-0.0,0.0,312.4,0.21,0.0,74344.0
20160119:0100,12.42,90.35,0.0,-0.0,0.0,305.6,0.76,85.0,74388.0
20160119:0200,11.44,94.4,0.0,-0.0,0.0,307.8,0.9,85.0,74483.0
20160119:0300,10.68,96.2,0.0,-0.0,0.0,303.8,1.1,84.0,74527.0
20160119:0400,10.13,96.9,0.0,-0.0,0.0,302.6,1.1,84.0,74542.0
20160119:0500,9.61,98.1,0.0,-0.0,0.0,308.0,1.03,86.0,74542.0
20160119:0600,9.0,99.0,0.0,-0.0,0.0,327.0,1.03,91.0,74491.0
20160119:0700,8.95,96.45,0.0,-0.0,0.0,300.8,0.83,86.0,74469.0
20160119:0800,8.34,97.4,0.0,-0.0,0.0,293.8,0.9,85.0,74454.0
20160119:0900,7.85,98.25,0.0,-0.0,0.0,304.4,0.97,88.0,74447.0
20160119:1000,7.26,98.3,0.0,-0.0,0.0,312.2,1.03,88.0,74476.0
20160119:1100,7.01,96.55,0.0,-0.0,0.0,316.8,1.24,88.0,74549.0
20160119:1200,7.4,93.9,211.9,617.59,97.0,316.4,1.1,89.0,74564.0
20160119:1300,10.96,84.2,476.0,839.69,128.2,321.4,0.55,103.0,74630.0
20160119:1400,14.33,63.65,730.2,1012.14,110.55,330.6,0.28,244.0,74615.0
20160119:1500,16.44,56.9,862.75,948.28,135.8,308.4,0.83,276.0,74527.0
20160119:1600,18.06,50.75,967.55,969.16,127.45,315.2,0.83,285.0,74439.0
20160119:1700,19.44,44.7,929.2,838.95,169.05,328.6,0.9,279.0,74337.0
20160119:1800,19.28,50.4,825.3,766.11,149.85,331.8,1.45,279.0,74227.0
20160119:1900,19.03,49.95,719.0,740.83,129.85,341.0,1.38,283.0,74147.0
20160119:2000,18.24,54.45,427.7,457.61,129.0,337.6,1.52,287.0,74147.0
20160119:2100,17.3,59.95,242.6,358.96,76.1,352.0,1.59,285.0,74154.0
20160119:2200,16.0,67.15,75.4,185.99,30.5,344.2,1.38,281.0,74198.0
20160119:2300,14.7,74.25,0.0,0.0,0.0,338.6,0.9,269.0,74278.0
20160120:0000,13.41,82.0,0.0,-0.0,0.0,320.0,0.62,272.0,74337.0
20160120:0100,12.75,89.35,0.0,-0.0,0.0,332.65,0.21,332.0,74454.0
20160120:0200,11.7,94.35,0.0,-0.0,0.0,321.8,0.41,67.0,74513.0
20160120:0300,11.3,95.3,0.0,-0.0,0.0,327.2,0.55,70.0,74520.0
20160120:0400,10.96,96.15,0.0,-0.0,0.0,327.2,0.62,70.0,74527.0
20160120:0500,10.79,95.9,0.0,-0.0,0.0,330.0,0.69,73.0,74520.0
20160120:0600,10.73,95.45,0.0,-0.0,0.0,336.2,0.76,80.0,74513.0
20160120:0700,10.46,95.4,0.0,-0.0,0.0,333.0,0.76,86.0,74447.0
20160120:0800,9.86,98.6,0.0,-0.0,0.0,327.4,0.83,85.0,74425.0
20160120:0900,9.56,98.55,0.0,-0.0,0.0,335.8,0.69,86.0,74432.0
20160120:1000,9.12,98.85,0.0,-0.0,0.0,337.6,0.76,89.0,74469.0
20160120:1100,8.74,97.9,0.0,-0.0,0.0,329.6,1.1,90.0,74491.0
20160120:1200,9.33,95.8,184.85,428.53,105.4,345.4,1.03,92.0,74542.0
20160120:1300,12.0,89.05,442.25,696.16,154.05,337.8,0.69,106.0,74593.0
20160120:1400,14.7,68.4,589.7,723.14,146.8,325.2,0.48,184.0,74586.0
20160120:1500,16.27,60.3,790.5,748.98,215.8,324.0,0.76,248.0,74513.0
20160120:1600,18.03,53.1,932.8,857.39,188.6,326.6,0.69,244.0,74439.0
20160120:1700,19.43,47.8,905.75,806.25,174.0,331.4,0.83,260.0,74308.0
20160120:1800,20.04,48.15,805.6,677.04,207.45,337.6,1.17,269.0,74235.0
20160120:1900,19.91,48.95,651.85,608.21,166.95,346.8,0.76,265.0,74118.0
20160120:2000,19.54,53.3,475.9,539.85,122.4,361.6,1.38,280.0,74044.0
20160120:2100,18.2,62.2,236.05,320.27,86.85,353.8,1.38,286.0,74044.0
20160120:2200,17.03,67.95,78.85,198.56,30.55,354.6,1.1,292.0,74154.0
20160120:2300,15.72,75.0,0.0,0.0,0.0,346.4,0.55,282.0,74191.0
20160121:0000,14.49,82.65,0.0,-0.0,0.0,345.4,0.14,352.0,74300.0
20160121:0100,13.35,89.95,0.0,-0.0,0.0,340.25,0.62,55.0,74381.0
20160121:0200,12.65,92.9,0.0,-0.0,0.0,333.6,0.97,71.0,74432.0
20160121:0300,12.19,93.8,0.0,-0.0,0.0,340.4,0.97,73.0,74454.0
20160121:0400,11.86,98.1,0.0,-0.0,0.0,352.8,0.69,73.0,74461.0
20160121:0500,11.68,98.6,0.0,-0.0,0.0,353.6,0.55,76.0,74461.0
20160121:0600,11.44,98.7,0.0,-0.0,0.0,349.8,0.62,78.0,74454.0
20160121:0700,10.97,98.9,0.0,-0.0,0.0,357.4,0.76,96.0,74425.0
20160121:0800,10.86,99.2,0.0,-0.0,0.0,360.4,0.76,98.0,74388.0
20160121:0900,10.65,99.25,0.0,-0.0,0.0,351.2,0.76,100.0,74417.0
20160121:1000,10.43,98.65,0.0,-0.0,0.0,354.6,0.9,102.0,74439.0
20160121:1100,10.14,98.4,0.0,-0.0,0.0,348.2,0.97,100.0,74476.0
20160121:1200,10.36,94.2,171.05,456.68,86.65,346.6,0.97,94.0,74513.0
20160121:1300,12.53,81.6,406.6,625.99,147.55,357.0,0.76,104.0,74578.0
20160121:1400,14.66,68.15,632.7,740.08,179.2,331.4,0.34,193.0,74571.0
20160121:1500,16.86,59.0,738.35,718.03,186.85,347.8,0.62,242.0,74535.0
20160121:1600,18.25,54.05,832.05,720.17,206.1,341.8,0.76,257.0,74417.0
20160121:1700,19.17,52.4,788.2,641.69,204.8,358.0,0.97,269.0,74308.0
20160121:1800,19.32,51.85,749.75,645.7,178.1,363.0,0.97,272.0,74198.0
20160121:1900,19.59,53.3,622.2,578.46,159.85,350.0,1.24,269.0,74125.0
20160121:2000,18.67,57.9,471.85,493.01,148.0,355.2,1.24,271.0,74088.0
20160121:2100,17.91,62.4,251.4,355.12,85.25,356.0,1.1,278.0,74081.0
20160121:2200,16.92,68.4,59.2,110.98,32.0,349.6,0.9,280.0,74154.0
20160121:2300,15.3,76.7,0.0,0.0,0.0,368.2,0.48,308.0,74249.0
20160122:0000,14.17,84.4,0.0,-0.0,0.0,358.4,0.48,322.0,74337.0
20160122:0100,13.81,87.8,0.0,-0.0,0.0,359.65,0.41,17.0,74417.0
20160122:0200,13.32,90.7,0.0,-0.0,0.0,357.2,0.55,45.0,74454.0
20160122:0300,12.97,95.0,0.0,-0.0,0.0,372.0,0.41,73.0,74498.0
20160122:0400,12.83,95.9,0.0,-0.0,0.0,365.6,0.41,74.0,74454.0
20160122:0500,12.53,96.75,0.0,-0.0,0.0,359.0,0.48,79.0,74476.0
20160122:0600,12.58,96.45,0.0,-0.0,0.0,371.6,0.28,84.0,74432.0
20160122:0700,12.67,97.1,0.0,-0.0,0.0,370.2,0.28,71.0,74396.0
20160122:0800,12.3,96.7,0.0,-0.0,0.0,366.2,0.28,92.0,74352.0
20160122:0900,11.93,98.35,0.0,-0.0,0.0,367.8,0.34,78.0,74366.0
20160122:1000,12.23,98.95,0.0,-0.0,0.0,369.6,0.48,70.0,74403.0
20160122:1100,12.02,99.05,0.0,-0.0,0.0,369.2,0.48,68.0,74439.0
20160122:1200,12.07,98.3,122.7,297.92,67.8,379.8,0.48,48.0,74513.0
20160122:1300,13.77,97.35,260.3,283.89,142.85,362.6,0.07,348.0,74549.0
20160122:1400,14.06,96.5,477.9,520.86,158.55,361.4,0.41,279.0,74578.0
20160122:1500,16.07,86.35,685.35,583.31,236.85,355.0,0.76,277.0,74571.0
20160122:1600,18.04,77.9,732.1,490.46,305.2,352.4,0.97,271.0,74513.0
20160122:1700,19.17,77.05,816.0,583.86,284.25,357.6,1.79,278.0,74388.0
20160122:1800,18.57,74.5,750.0,604.22,213.95,354.0,1.72,289.0,74308.0
20160122:1900,18.4,65.5,647.2,635.41,138.05,369.8,1.45,269.0,74220.0
20160122:2000,18.07,72.8,415.0,446.84,120.55,359.8,1.31,262.0,74169.0
20160122:2100,17.63,77.25,229.0,280.72,97.1,358.4,1.17,266.0,74169.0
20160122:2200,15.71,81.95,62.65,122.53,32.4,348.4,0.76,280.0,74308.0
20160122:2300,14.34,84.35,0.0,0.0,0.0,350.6,0.41,249.0,74344.0
20160123:0000,13.55,91.2,0.0,-0.0,0.0,359.6,0.55,104.0,74337.0
20160123:0100,13.04,94.05,0.0,-0.0,0.0,349.45,0.83,93.0,74447.0
20160123:0200,12.98,95.45,0.0,-0.0,0.0,364.6,0.83,95.0,74505.0
20160123:0300,12.9,96.0,0.0,-0.0,0.0,366.4,0.9,93.0,74535.0
20160123:0400,12.52,98.75,0.0,-0.0,0.0,360.6,0.83,90.0,74542.0
20160123:0500,12.41,98.8,0.0,-0.0,0.0,367.0,0.62,86.0,74527.0
20160123:0600,12.16,98.85,0.0,-0.0,0.0,360.2,0.48,77.0,74476.0
20160123:0700,11.93,97.75,0.0,-0.0,0.0,357.0,0.48,81.0,74410.0
20160123:0800,11.9,97.3,0.0,-0.0,0.0,361.2,0.41,69.0,74410.0
20160123:0900,11.58,99.15,0.0,-0.0,0.0,353.8,0.55,68.0,74403.0
20160123:1000,11.67,99.35,0.0,-0.0,0.0,366.8,0.55,70.0,74417.0
20160123:1100,11.46,99.25,0.0,-0.0,0.0,355.0,0.62,73.0,74483.0
20160123:1200,11.89,97.6,121.25,306.32,64.95,362.6,0.34,64.0,74527.0
20160123:1300,14.55,80.6,364.4,594.91,118.3,351.6,0.21,280.0,74600.0
20160123:1400,14.07,82.7,527.45,575.03,174.65,339.2,0.9,272.0,74630.0
20160123:1500,16.05,74.35,629.05,520.89,228.1,357.6,1.31,262.0,74622.0
20160123:1600,17.43,66.65,798.25,661.6,221.55,353.4,1.17,263.0,74535.0
20160123:1700,18.45,62.3,882.05,768.88,180.55,359.6,1.17,258.0,74417.0
20160123:1800,19.44,58.25,747.0,605.64,208.55,343.6,1.17,260.0,74315.0
20160123:1900,19.53,61.15,602.15,545.42,164.0,361.8,1.52,266.0,74198.0
20160123:2000,18.42,68.2,422.15,461.33,117.2,356.0,1.52,273.0,74154.0
20160123:2100,17.19,73.45,218.8,312.51,71.35,362.0,1.38,292.0,74088.0
20160123:2200,16.52,77.05,62.15,123.26,31.5,342.6,1.1,277.0,74257.0
20160123:2300,15.09,83.5,0.05,0.0,0.05,347.0,0.14,240.0,74352.0
20160124:0000,14.21,87.1,0.0,-0.0,0.0,357.0,0.21,133.0,74388.0
20160124:0100,13.85,97.5,0.0,-0.0,0.0,371.45,0.62,95.0,74432.0
20160124:0200,13.24,98.3,0.0,-0.0,0.0,364.0,0.83,83.0,74476.0
20160124:0300,12.62,98.9,0.0,-0.0,0.0,354.2,0.83,79.0,74513.0
20160124:0400,12.41,99.0,0.0,-0.0,0.0,361.2,0.83,86.0,74513.0
20160124:0500,12.09,99.25,0.0,-0.0,0.0,353.2,0.83,87.0,74520.0
20160124:0600,12.08,99.15,0.0,-0.0,0.0,365.0,0.76,84.0,74461.0
20160124:0700,12.41,99.1,0.0,-0.0,0.0,376.2,0.62,112.0,74425.0
20160124:0800,12.53,98.75,0.0,-0.0,0.0,372.2,0.69,114.0,74366.0
20160124:0900,12.28,98.85,0.0,-0.0,0.0,368.2,0.55,121.0,74359.0
20160124:1000,12.19,98.75,0.0,-0.0,0.0,370.8,0.69,118.0,74388.0
20160124:1100,12.0,99.05,0.0,-0.0,0.0,364.8,0.76,104.0,74439.0
20160124:1200,12.09,96.5,115.3,278.67,64.2,359.0,0.83,104.0,74491.0
20160124:1300,13.28,88.85,268.25,363.32,117.95,367.0,0.69,119.0,74535.0
20160124:1400,14.66,79.85,515.25,576.88,161.05,349.6,0.41,190.0,74542.0
20160124:1500,16.36,65.15,585.95,473.56,221.0,349.4,0.55,226.0,74505.0
20160124:1600,17.76,56.4,668.1,489.93,240.4,360.2,0.69,254.0,74425.0
20160124:1700,18.44,55.75,600.1,410.5,224.9,362.0,1.24,264.0,74337.0
20160124:1800,18.47,57.8,543.0,350.97,230.3,364.4,1.1,260.0,74257.0
20160124:1900,18.68,58.25,526.15,420.19,187.75,370.4,1.1,259.0,74147.0
20160124:2000,18.76,60.1,495.7,525.21,147.45,365.4,1.24,273.0,74074.0
20160124:2100,18.6,62.0,259.9,386.57,76.75,355.2,1.24,282.0,74015.0
20160124:2200,17.37,69.0,76.7,191.09,28.85,355.4,1.38,286.0,74103.0
20160124:2300,15.66,79.3,0.05,0.0,0.05,346.0,0.9,273.0,74205.0
20160125:0000,14.43,85.9,0.0,-0.0,0.0,345.4,0.55,243.0,74308.0
20160125:0100,13.84,89.45,0.0,-0.0,0.0,364.05,0.41,191.0,74352.0
20160125:0200,13.08,97.75,0.0,-0.0,0.0,360.2,0.48,139.0,74447.0
20160125:0300,12.84,98.6,0.0,-0.0,0.0,361.6,0.14,71.0,74483.0
20160125:0400,12.56,97.45,0.0,-0.0,0.0,354.4,0.34,74.0,74513.0
20160125:0500,12.43,99.05,0.0,-0.0,0.0,370.8,0.48,87.0,74535.0
20160125:0600,12.47,98.75,0.0,-0.0,0.0,380.0,0.41,76.0,74476.0
20160125:0700,12.33,97.9,0.0,-0.0,0.0,368.8,0.41,43.0,74469.0
20160125:0800,12.0,98.3,0.0,-0.0,0.0,363.2,0.34,44.0,74439.0
20160125:0900,11.8,99.3,0.0,-0.0,0.0,362.0,0.41,70.0,74447.0
20160125:1000,11.72,99.2,0.0,-0.0,0.0,366.0,0.28,78.0,74454.0
20160125:1100,11.47,99.55,0.0,-0.0,0.0,356.4,0.14,107.0,74542.0
20160125:1200,11.77,99.4,118.9,240.71,74.85,366.8,0.28,115.0,74652.0
20160125:1300,14.52,85.65,260.6,328.71,124.6,366.8,0.34,132.0,74681.0
20160125:1400,13.71,89.1,380.85,326.2,180.4,347.4,0.21,205.0,74695.0
20160125:1500,15.39,83.1,397.65,264.19,193.8,353.0,0.62,249.0,74652.0
20160125:1600,16.68,82.9,530.15,276.5,288.4,357.6,0.76,260.0,74608.0
20160125:1700,17.9,80.95,608.5,315.34,319.75,363.4,1.24,268.0,74535.0
20160125:1800,18.93,80.2,585.25,411.99,217.4,365.8,1.31,265.0,74498.0
20160125:1900,16.31,76.0,499.0,360.48,207.95,353.8,1.59,278.0,74439.0
20160125:2000,16.9,72.35,413.9,369.56,168.1,363.4,1.52,286.0,74359.0
20160125:2100,16.26,70.9,237.55,280.0,104.35,363.2,1.45,291.0,74344.0
20160125:2200,15.54,74.95,46.1,46.6,34.35,348.6,1.1,277.0,74461.0
20160125:2300,14.05,87.1,0.1,0.0,0.1,363.6,0.48,318.0,74476.0
20160126:0000,13.44,89.55,0.0,-0.0,0.0,356.0,0.28,54.0,74505.0
20160126:0100,12.61,91.95,0.0,-0.0,0.0,341.25,0.76,88.0,74520.0
20160126:0200,12.24,93.05,0.0,-0.0,0.0,348.8,0.9,91.0,74586.0
20160126:0300,11.79,94.05,0.0,-0.0,0.0,347.6,1.03,90.0,74593.0
20160126:0400,11.57,95.2,0.0,-0.0,0.0,351.8,0.9,90.0,74630.0
20160126:0500,11.66,95.5,0.0,-0.0,0.0,359.8,0.69,93.0,74615.0
20160126:0600,12.0,95.15,0.0,-0.0,0.0,372.8,0.55,98.0,74556.0
20160126:0700,11.34,95.95,0.0,-0.0,0.0,354.0,0.55,86.0,74520.0
20160126:0800,11.11,96.75,0.0,-0.0,0.0,348.8,0.69,87.0,74476.0
20160126:0900,11.05,96.75,0.0,-0.0,0.0,355.0,0.69,94.0,74469.0
20160126:1000,11.05,96.6,0.0,-0.0,0.0,361.6,0.83,97.0,74491.0
20160126:1100,11.0,96.45,0.0,-0.0,0.0,362.0,0.97,95.0,74505.0
20160126:1200,11.38,96.2,165.15,452.42,82.5,363.8,0.9,92.0,74593.0
20160126:1300,13.1,87.5,370.7,647.8,102.6,364.0,0.69,105.0,74630.0
20160126:1400,15.15,73.65,554.55,641.23,160.15,352.2,0.48,163.0,74630.0
20160126:1500,17.06,60.75,785.8,826.75,147.05,334.6,0.55,191.0,74564.0
20160126:1600,19.12,50.75,825.75,758.01,161.95,345.2,0.62,203.0,74476.0
20160126:1700,20.08,45.5,902.95,770.78,195.85,333.4,0.62,239.0,74330.0
20160126:1800,20.78,45.1,815.35,733.59,158.95,349.6,1.24,263.0,74264.0
20160126:1900,20.08,49.55,677.9,652.26,149.95,347.4,0.83,268.0,74169.0
20160126:2000,19.32,54.75,427.25,442.48,132.05,354.4,1.31,281.0,74132.0
20160126:2100,18.08,61.95,306.6,468.04,83.05,346.4,1.1,287.0,74132.0
20160126:2200,17.58,63.75,85.35,195.42,35.75,350.2,0.83,299.0,74242.0
20160126:2300,16.09,71.4,0.1,0.0,0.1,346.6,0.48,292.0,74242.0
20160127:0000,14.69,79.4,0.0,-0.0,0.0,336.6,0.28,337.0,74337.0
20160127:0100,13.25,91.65,0.0,-0.0,0.0,323.45,0.41,54.0,74388.0
