time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20151008:1900,19.22,45.85,512.9,368.98,213.05,363.4,0.83,291.0,74030.0
20151008:2000,18.75,48.05,363.5,299.92,171.35,364.8,0.97,321.0,73993.0
20151008:2100,17.94,51.95,189.9,217.22,97.7,359.4,1.03,319.0,74022.0
20151008:2200,16.71,59.4,29.8,66.84,17.85,352.2,0.97,300.0,74059.0
20151008:2300,15.44,68.45,0.0,-0.0,0.0,348.2,0.48,306.0,74154.0
20151009:0000,14.95,73.05,0.0,-0.0,0.0,354.2,0.55,16.0,74264.0
20151009:0100,14.19,78.75,0.0,-0.0,0.0,339.65,0.55,55.0,74381.0
20151009:0200,13.45,82.9,0.0,-0.0,0.0,337.6,0.69,80.0,74425.0
20151009:0300,12.42,84.8,0.0,-0.0,0.0,357.6,0.9,90.0,74476.0
20151009:0400,12.11,88.85,0.0,-0.0,0.0,361.6,0.97,90.0,74476.0
20151009:0500,12.08,88.9,0.0,-0.0,0.0,361.8,0.9,93.0,74476.0
20151009:0600,12.1,88.9,0.0,-0.0,0.0,371.0,0.76,89.0,74454.0
20151009:0700,12.56,80.65,0.0,-0.0,0.0,379.2,0.83,95.0,74366.0
20151009:0800,12.51,79.3,0.0,-0.0,0.0,366.2,0.76,96.0,74374.0
20151009:0900,12.38,78.7,0.0,-0.0,0.0,367.4,0.69,101.0,74366.0
20151009:1000,12.3,77.45,0.0,-0.0,0.0,368.0,0.9,108.0,74359.0
20151009:1100,11.87,79.35,103.25,729.81,56.6,349.2,1.03,99.0,74381.0
20151009:1200,12.7,74.3,324.3,692.39,104.65,345.6,1.1,102.0,74469.0
20151009:1300,14.9,62.3,545.0,739.06,139.75,339.6,0.76,115.0,74476.0
20151009:1400,17.19,51.55,693.9,681.75,188.4,341.4,0.69,134.0,74454.0
20151009:1500,19.0,43.0,675.65,419.81,304.75,348.6,0.69,134.0,74388.0
20151009:1600,19.61,41.95,683.2,389.23,307.7,381.2,0.34,284.0,74300.0
20151009:1700,19.87,41.75,722.7,477.54,254.9,378.2,0.62,307.0,74198.0
20151009:1800,20.17,41.4,475.8,288.42,208.4,365.2,0.55,296.0,74081.0
20151009:1900,19.68,41.2,444.45,226.23,261.0,379.4,0.21,329.0,74037.0
20151009:2000,19.13,44.7,365.95,339.62,149.0,370.4,1.17,327.0,74001.0
20151009:2100,17.81,53.15,179.3,185.29,101.0,363.6,1.45,330.0,73993.0
20151009:2200,16.4,65.9,31.1,66.4,19.35,355.0,1.03,321.0,74103.0
20151009:2300,15.22,75.25,0.0,-0.0,0.0,353.2,0.83,296.0,74161.0
20151010:0000,13.6,80.15,0.0,-0.0,0.0,343.4,0.28,322.0,74315.0
20151010:0100,12.72,89.25,0.0,-0.0,0.0,351.65,0.69,73.0,74403.0
20151010:0200,12.53,90.9,0.0,-0.0,0.0,348.8,0.83,82.0,74461.0
20151010:0300,12.35,92.0,0.0,-0.0,0.0,351.4,0.83,83.0,74505.0
20151010:0400,11.98,94.15,0.0,-0.0,0.0,348.6,0.76,88.0,74498.0
20151010:0500,11.95,93.9,0.0,-0.0,0.0,357.2,0.69,92.0,74461.0
20151010:0600,12.0,93.7,0.0,-0.0,0.0,366.0,0.62,93.0,74432.0
20151010:0700,11.71,94.55,0.0,-0.0,0.0,361.4,0.55,85.0,74359.0
20151010:0800,11.25,95.45,0.0,-0.0,0.0,343.4,0.69,88.0,74359.0
20151010:0900,10.92,95.35,0.0,-0.0,0.0,339.4,0.9,88.0,74337.0
20151010:1000,10.54,94.75,0.0,-0.0,0.0,328.6,0.97,89.0,74374.0
20151010:1100,10.56,93.05,100.05,726.06,53.25,336.0,1.1,89.0,74439.0
20151010:1200,11.84,85.95,312.8,642.63,108.75,349.4,0.97,96.0,74527.0
20151010:1300,14.11,73.4,400.6,448.64,154.6,350.2,0.62,111.0,74520.0
20151010:1400,15.9,62.3,593.4,597.94,150.25,346.2,0.28,153.0,74476.0
20151010:1500,18.12,49.15,721.25,515.64,266.05,355.6,0.62,137.0,74388.0
20151010:1600,19.84,42.05,836.9,576.96,280.9,367.6,0.41,200.0,74322.0
20151010:1700,20.46,40.2,868.4,690.31,193.1,366.0,0.76,256.0,74191.0
20151010:1800,20.59,41.65,628.5,476.48,187.5,363.8,1.1,295.0,74132.0
20151010:1900,19.42,47.2,630.5,600.59,144.55,372.6,0.69,308.0,74008.0
20151010:2000,18.97,50.05,418.1,454.92,128.35,359.0,0.9,327.0,73986.0
20151010:2100,17.89,57.7,186.3,270.14,72.65,361.4,1.38,320.0,73993.0
20151010:2200,16.62,67.8,26.7,69.07,14.6,350.0,1.1,303.0,74066.0
20151010:2300,15.16,76.15,0.0,-0.0,0.0,349.8,0.62,284.0,74147.0
20151011:0000,13.36,86.55,0.0,-0.0,0.0,351.4,0.14,240.0,74293.0
20151011:0100,12.99,92.3,0.0,-0.0,0.0,349.05,0.34,63.0,74417.0
20151011:0200,12.95,93.25,0.0,-0.0,0.0,361.2,0.55,87.0,74454.0
20151011:0300,12.97,93.55,0.0,-0.0,0.0,364.8,0.62,84.0,74476.0
20151011:0400,12.95,93.95,0.0,-0.0,0.0,371.0,0.62,89.0,74476.0
20151011:0500,13.04,93.55,0.0,-0.0,0.0,378.4,0.55,86.0,74417.0
20151011:0600,12.69,92.05,0.0,-0.0,0.0,371.6,0.55,101.0,74381.0
20151011:0700,12.68,93.9,0.0,-0.0,0.0,374.0,0.34,81.0,74344.0
20151011:0800,12.49,93.55,0.0,-0.0,0.0,366.6,0.48,82.0,74330.0
20151011:0900,12.28,93.25,0.0,-0.0,0.0,361.4,0.76,93.0,74315.0
20151011:1000,11.99,93.3,0.0,-0.0,0.0,351.8,0.62,77.0,74359.0
20151011:1100,11.85,94.1,82.3,396.45,56.55,354.6,0.62,94.0,74403.0
20151011:1200,12.77,86.9,243.95,323.2,141.25,354.0,0.55,120.0,74491.0
20151011:1300,14.29,77.8,374.8,386.41,162.95,344.6,0.41,176.0,74491.0
20151011:1400,16.11,64.65,525.6,424.19,211.4,338.4,0.48,185.0,74491.0
20151011:1500,17.65,55.45,580.45,434.28,197.4,357.0,0.62,202.0,74410.0
20151011:1600,18.29,53.4,701.85,498.71,221.8,365.4,0.62,263.0,74381.0
20151011:1700,18.7,52.85,595.35,344.72,258.6,368.4,1.03,294.0,74315.0
20151011:1800,18.28,56.15,605.85,357.61,275.45,382.0,1.31,288.0,74235.0
20151011:1900,17.62,57.2,587.35,520.04,167.5,365.0,1.03,270.0,74096.0
20151011:2000,18.09,55.15,294.1,274.22,119.95,358.6,1.31,277.0,74037.0
20151011:2100,17.07,60.8,194.5,285.53,74.9,358.0,1.31,274.0,74066.0
20151011:2200,16.1,67.65,25.6,69.47,13.55,345.2,1.03,286.0,74103.0
20151011:2300,14.94,77.15,0.0,-0.0,0.0,345.8,0.9,295.0,74169.0
20151012:0000,13.9,82.85,0.0,-0.0,0.0,344.0,0.55,313.0,74278.0
20151012:0100,13.39,85.05,0.0,-0.0,0.0,344.45,0.48,28.0,74381.0
20151012:0200,13.15,87.3,0.0,-0.0,0.0,347.8,0.41,68.0,74461.0
20151012:0300,13.06,86.65,0.0,-0.0,0.0,357.0,0.41,68.0,74505.0
20151012:0400,12.62,88.45,0.0,-0.0,0.0,354.2,0.48,65.0,74505.0
20151012:0500,12.48,91.4,0.0,-0.0,0.0,370.6,0.41,78.0,74476.0
20151012:0600,12.55,91.3,0.0,-0.0,0.0,372.8,0.55,94.0,74425.0
20151012:0700,12.29,94.0,0.0,-0.0,0.0,369.6,0.28,122.0,74381.0
20151012:0800,12.05,95.15,0.0,-0.0,0.0,360.6,0.34,96.0,74374.0
20151012:0900,11.95,94.75,0.0,-0.0,0.0,357.4,0.55,90.0,74381.0
20151012:1000,11.78,95.3,0.0,-0.0,0.0,352.6,0.62,81.0,74403.0
20151012:1100,11.73,95.25,91.85,425.07,64.05,350.8,0.55,69.0,74476.0
20151012:1200,12.96,92.0,264.15,326.0,160.5,349.2,0.34,82.0,74535.0
20151012:1300,14.45,78.35,432.55,439.86,191.45,344.8,0.55,115.0,74564.0
20151012:1400,16.45,62.15,656.5,524.22,268.45,354.6,0.62,132.0,74542.0
20151012:1500,18.55,51.3,716.55,419.02,347.3,363.6,0.9,146.0,74505.0
20151012:1600,19.94,45.2,723.75,360.86,376.8,363.6,0.55,176.0,74447.0
20151012:1700,20.48,43.05,669.25,325.59,351.65,382.8,0.69,250.0,74344.0
20151012:1800,19.93,46.25,304.0,20.49,285.1,375.4,1.31,280.0,74330.0
20151012:1900,16.39,63.65,325.05,82.24,258.8,385.4,0.76,261.0,74257.0
20151012:2000,16.55,62.05,216.9,46.98,187.15,380.2,1.1,277.0,74205.0
20151012:2100,16.02,66.95,156.7,155.5,91.85,368.2,1.24,276.0,74183.0
20151012:2200,15.51,71.05,22.55,29.69,17.45,348.2,1.31,280.0,74125.0
20151012:2300,14.26,81.35,0.0,-0.0,0.0,344.4,1.24,282.0,74220.0
20151013:0000,13.65,86.7,0.0,-0.0,0.0,344.4,0.62,271.0,74315.0
20151013:0100,13.65,85.5,0.0,-0.0,0.0,369.25,0.28,272.0,74432.0
20151013:0200,13.28,84.55,0.0,-0.0,0.0,364.0,0.28,343.0,74476.0
20151013:0300,13.0,85.55,0.0,-0.0,0.0,363.0,0.28,352.0,74513.0
20151013:0400,12.27,93.95,0.0,-0.0,0.0,353.8,0.28,49.0,74549.0
20151013:0500,12.24,88.55,0.0,-0.0,0.0,364.6,0.62,73.0,74505.0
20151013:0600,11.84,94.15,0.0,-0.0,0.0,362.2,0.48,74.0,74432.0
20151013:0700,12.02,94.0,0.0,-0.0,0.0,365.0,0.48,107.0,74374.0
20151013:0800,12.01,94.6,0.0,-0.0,0.0,369.2,0.41,113.0,74352.0
20151013:0900,12.0,95.0,0.0,-0.0,0.0,369.8,0.28,115.0,74366.0
20151013:1000,11.83,95.05,0.0,-0.0,0.0,366.2,0.55,92.0,74410.0
20151013:1100,11.78,96.1,54.15,141.32,44.85,366.6,0.69,104.0,74447.0
20151013:1200,12.47,93.35,221.15,318.95,119.7,369.2,0.69,120.0,74505.0
20151013:1300,14.2,80.95,393.65,393.84,177.85,358.2,0.69,163.0,74505.0
20151013:1400,15.88,67.35,445.25,301.87,221.95,351.0,0.62,182.0,74498.0
20151013:1500,16.6,63.15,375.45,131.93,259.3,369.8,0.55,212.0,74447.0
20151013:1600,16.48,64.6,418.3,182.81,242.75,385.4,0.55,255.0,74388.0
20151013:1700,15.76,71.15,337.85,80.03,259.9,375.6,0.83,266.0,74278.0
20151013:1800,14.6,76.9,451.0,210.62,257.1,381.4,0.83,244.0,74220.0
20151013:1900,15.84,70.55,299.3,115.64,206.35,374.4,0.97,278.0,74242.0
20151013:2000,14.97,76.75,151.45,65.57,110.05,380.0,0.62,262.0,74220.0
20151013:2100,14.33,83.65,75.25,45.15,56.5,374.0,0.69,232.0,74205.0
20151013:2200,14.0,86.25,12.8,17.34,9.85,370.2,0.76,250.0,74191.0
20151013:2300,13.18,92.75,0.0,-0.0,0.0,357.6,0.34,267.0,74293.0
20151014:0000,12.79,93.6,0.0,-0.0,0.0,366.4,0.14,319.0,74374.0
20151014:0100,12.51,94.75,0.0,-0.0,0.0,354.45,0.28,34.0,74505.0
20151014:0200,12.0,94.95,0.0,-0.0,0.0,364.0,0.48,105.0,74542.0
20151014:0300,11.91,95.15,0.0,-0.0,0.0,357.8,0.62,117.0,74564.0
20151014:0400,11.67,96.0,0.0,-0.0,0.0,359.8,0.76,102.0,74520.0
20151014:0500,11.8,95.05,0.0,-0.0,0.0,366.2,0.83,96.0,74491.0
20151014:0600,11.79,94.95,0.0,-0.0,0.0,368.8,0.62,98.0,74417.0
20151014:0700,11.85,95.8,0.0,-0.0,0.0,362.2,0.55,104.0,74344.0
20151014:0800,11.87,95.9,0.0,-0.0,0.0,369.6,0.48,101.0,74322.0
20151014:0900,11.94,95.75,0.0,-0.0,0.0,373.8,0.55,93.0,74359.0
20151014:1000,11.83,95.5,0.0,-0.0,0.0,365.6,0.41,100.0,74403.0
20151014:1100,11.93,95.45,37.55,57.43,33.75,370.2,0.48,120.0,74461.0
20151014:1200,12.5,91.25,83.5,26.56,75.05,374.8,0.69,116.0,74513.0
20151014:1300,13.13,87.65,158.0,26.47,143.5,370.8,0.62,125.0,74564.0
20151014:1400,13.76,84.15,166.7,23.41,149.4,373.6,0.41,138.0,74622.0
20151014:1500,14.0,82.3,180.0,27.57,155.75,379.6,0.48,176.0,74615.0
20151014:1600,13.64,83.45,193.65,4.74,189.1,379.8,0.41,154.0,74586.0
20151014:1700,13.54,81.3,206.75,28.59,178.95,377.0,0.21,179.0,74439.0
20151014:1800,14.28,81.3,336.9,92.23,252.15,374.8,0.28,234.0,74337.0
20151014:1900,15.58,76.6,378.05,149.57,258.1,375.0,0.21,274.0,74205.0
20151014:2000,16.27,72.8,284.35,216.97,147.75,372.0,0.55,287.0,74161.0
20151014:2100,15.77,73.05,72.4,20.31,64.0,365.6,0.9,296.0,74176.0
20151014:2200,14.3,82.05,12.9,4.45,12.15,370.4,0.76,270.0,74213.0
20151014:2300,12.93,89.25,0.0,-0.0,0.0,364.6,0.14,193.0,74264.0
20151015:0000,12.21,96.45,0.0,-0.0,0.0,361.8,0.62,107.0,74359.0
20151015:0100,11.93,98.7,0.0,-0.0,0.0,366.65,0.55,110.0,74410.0
20151015:0200,12.02,98.85,0.0,-0.0,0.0,376.8,0.69,92.0,74476.0
20151015:0300,11.94,99.15,0.0,-0.0,0.0,372.8,0.76,96.0,74483.0
20151015:0400,11.84,97.25,0.0,-0.0,0.0,370.8,0.69,115.0,74513.0
20151015:0500,11.59,97.95,0.0,-0.0,0.0,364.0,0.76,101.0,74491.0
20151015:0600,11.3,98.3,0.0,-0.0,0.0,356.2,0.83,91.0,74439.0
20151015:0700,11.59,96.85,0.0,-0.0,0.0,369.4,0.76,98.0,74374.0
20151015:0800,11.62,95.25,0.0,-0.0,0.0,367.8,0.97,101.0,74337.0
20151015:0900,11.75,94.0,0.0,-0.0,0.0,373.8,0.9,94.0,74322.0
20151015:1000,11.75,93.25,0.0,-0.0,0.0,370.6,0.83,100.0,74330.0
20151015:1100,11.71,93.55,58.85,310.63,38.2,369.0,0.62,96.0,74381.0
20151015:1200,12.54,90.2,152.9,133.88,110.3,374.0,0.9,110.0,74447.0
20151015:1300,13.39,85.1,292.3,258.86,150.6,372.6,0.69,138.0,74476.0
20151015:1400,14.77,73.75,377.0,217.06,216.7,374.6,0.76,136.0,74476.0
20151015:1500,15.86,66.65,574.7,373.71,246.4,378.8,0.55,146.0,74388.0
20151015:1600,17.13,60.15,613.4,337.29,290.35,370.0,0.76,171.0,74359.0
20151015:1700,17.22,59.35,567.35,312.98,263.45,368.8,0.69,219.0,74235.0
20151015:1800,16.88,62.3,429.3,154.87,287.25,382.6,0.69,254.0,74154.0
20151015:1900,16.32,66.55,390.85,195.83,234.15,376.2,0.62,268.0,74088.0
20151015:2000,16.33,66.25,298.6,195.62,175.8,361.6,0.76,252.0,74037.0
20151015:2100,16.13,67.9,136.5,113.05,89.95,371.2,0.28,276.0,74037.0
20151015:2200,15.43,67.9,16.2,5.69,15.25,365.0,0.62,282.0,74066.0
20151015:2300,14.2,79.1,0.0,-0.0,0.0,367.0,0.55,287.0,74191.0
20151016:0000,13.41,83.45,0.0,-0.0,0.0,369.4,0.14,271.0,74286.0
20151016:0100,12.5,92.15,0.0,-0.0,0.0,357.05,0.34,68.0,74374.0
20151016:0200,12.5,93.5,0.0,-0.0,0.0,370.2,0.48,87.0,74461.0
20151016:0300,12.19,94.7,0.0,-0.0,0.0,360.0,0.69,98.0,74491.0
20151016:0400,11.9,95.05,0.0,-0.0,0.0,358.4,0.97,100.0,74454.0
20151016:0500,11.86,94.1,0.0,-0.0,0.0,367.2,0.97,100.0,74447.0
20151016:0600,11.95,92.9,0.0,-0.0,0.0,376.6,1.03,94.0,74403.0
20151016:0700,11.87,90.75,0.0,-0.0,0.0,376.2,0.9,99.0,74322.0
20151016:0800,11.85,91.5,0.0,-0.0,0.0,377.8,0.9,102.0,74330.0
20151016:0900,11.84,91.8,0.0,-0.0,0.0,379.2,0.9,106.0,74300.0
20151016:1000,11.77,92.95,0.0,-0.0,0.0,376.4,0.9,103.0,74366.0
20151016:1100,11.86,92.6,15.05,0.0,15.05,378.2,1.03,100.0,74410.0
20151016:1200,11.98,92.15,60.75,0.0,60.75,378.6,1.03,110.0,74454.0
20151016:1300,12.49,89.95,196.8,93.87,145.45,378.2,0.97,114.0,74520.0
20151016:1400,13.87,78.8,315.55,187.04,177.55,372.8,0.83,122.0,74556.0
20151016:1500,15.16,69.3,270.35,126.16,159.65,365.6,0.9,133.0,74564.0
20151016:1600,15.52,65.2,329.3,139.68,195.7,371.4,0.97,141.0,74498.0
20151016:1700,16.23,61.4,456.75,255.35,209.2,376.2,0.97,146.0,74344.0
20151016:1800,17.26,56.45,450.95,262.42,210.7,378.8,1.03,169.0,74249.0
20151016:1900,16.81,60.2,408.65,268.86,194.0,370.8,0.62,160.0,74132.0
20151016:2000,17.38,56.7,394.55,402.9,142.35,368.0,0.28,127.0,74066.0
20151016:2100,17.47,54.3,175.35,233.51,79.6,356.0,0.41,242.0,74015.0
20151016:2200,16.07,61.1,26.7,57.15,17.25,357.6,0.76,258.0,74147.0
20151016:2300,14.4,72.05,0.0,-0.0,0.0,343.6,0.41,188.0,74242.0
20151017:0000,13.62,76.9,0.0,-0.0,0.0,339.2,0.62,127.0,74308.0
20151017:0100,12.83,81.4,0.0,-0.0,0.0,339.45,0.9,107.0,74381.0
20151017:0200,12.58,82.15,0.0,-0.0,0.0,355.4,1.03,98.0,74447.0
20151017:0300,12.58,81.7,0.0,-0.0,0.0,366.4,0.9,100.0,74505.0
20151017:0400,12.43,81.8,0.0,-0.0,0.0,366.6,0.97,105.0,74505.0
20151017:0500,12.18,82.4,0.0,-0.0,0.0,360.2,0.97,114.0,74469.0
20151017:0600,12.07,81.6,0.0,-0.0,0.0,370.0,0.97,107.0,74447.0
20151017:0700,12.04,80.7,0.0,-0.0,0.0,371.0,0.69,97.0,74381.0
20151017:0800,12.0,79.9,0.0,-0.0,0.0,371.8,0.55,105.0,74396.0
20151017:0900,11.85,79.2,0.0,-0.0,0.0,369.6,0.62,111.0,74417.0
20151017:1000,11.46,80.7,0.0,-0.0,0.0,356.8,0.69,91.0,74454.0
20151017:1100,11.13,86.05,20.9,22.4,19.4,367.4,0.69,100.0,74542.0
20151017:1200,11.29,89.1,57.95,4.24,56.6,368.8,0.83,102.0,74608.0
20151017:1300,11.9,86.1,131.3,38.14,110.45,369.8,0.97,108.0,74666.0
20151017:1400,12.8,81.85,231.55,15.2,220.35,372.6,0.9,119.0,74695.0
20151017:1500,14.19,72.75,320.85,69.43,260.0,373.6,1.03,146.0,74644.0
20151017:1600,15.25,64.8,402.3,75.7,330.0,371.0,1.24,148.0,74608.0
20151017:1700,16.53,57.5,475.55,218.52,264.05,371.2,1.1,144.0,74483.0
20151017:1800,17.52,53.1,334.4,136.57,209.6,375.2,0.76,183.0,74374.0
20151017:1900,16.99,54.45,385.5,224.59,206.6,375.2,1.1,150.0,74227.0
20151017:2000,17.55,50.45,308.1,261.54,144.85,374.8,1.03,129.0,74154.0
20151017:2100,17.56,49.15,173.2,216.34,84.85,367.8,0.34,170.0,74125.0
20151017:2200,16.66,53.3,29.75,89.7,15.05,363.0,0.34,280.0,74176.0
20151017:2300,15.01,65.2,0.0,-0.0,0.0,347.4,0.28,346.0,74235.0
20151018:0000,13.39,83.5,0.0,-0.0,0.0,324.2,0.34,39.0,74403.0
20151018:0100,12.87,78.35,0.0,-0.0,0.0,345.45,0.69,99.0,74520.0
20151018:0200,12.43,79.95,0.0,-0.0,0.0,349.8,1.03,107.0,74586.0
20151018:0300,12.06,81.25,0.0,-0.0,0.0,341.8,1.03,93.0,74593.0
20151018:0400,11.91,82.25,0.0,-0.0,0.0,363.2,0.9,97.0,74593.0
20151018:0500,12.12,81.3,0.0,-0.0,0.0,370.4,0.9,103.0,74600.0
20151018:0600,12.0,80.8,0.0,-0.0,0.0,365.2,1.03,103.0,74542.0
20151018:0700,11.94,76.95,0.0,-0.0,0.0,368.8,1.17,106.0,74476.0
20151018:0800,11.81,76.6,0.0,-0.0,0.0,368.0,1.17,106.0,74454.0
20151018:0900,11.78,76.15,0.0,-0.0,0.0,367.2,0.97,102.0,74469.0
20151018:1000,11.56,77.05,0.0,-0.0,0.0,357.0,0.83,104.0,74491.0
20151018:1100,11.57,77.35,49.7,321.06,28.15,364.6,0.76,107.0,74556.0
20151018:1200,11.86,78.85,125.05,119.52,87.05,360.2,0.83,110.0,74652.0
20151018:1300,13.01,72.6,164.5,65.82,128.55,367.0,0.97,118.0,74710.0
20151018:1400,13.64,71.25,222.55,143.56,116.85,371.4,0.9,132.0,74739.0
20151018:1500,14.37,69.45,280.8,99.51,193.7,375.4,0.55,146.0,74732.0
20151018:1600,15.63,62.6,240.05,45.77,196.4,379.2,0.62,157.0,74674.0
20151018:1700,15.97,60.55,375.3,105.46,273.4,382.2,0.83,149.0,74608.0
20151018:1800,17.07,55.0,508.95,212.49,315.15,378.4,0.83,166.0,74491.0
20151018:1900,17.33,53.0,363.5,244.09,169.5,371.2,1.38,126.0,74322.0
20151018:2000,17.71,49.7,262.15,137.85,176.35,366.0,0.9,136.0,74271.0
20151018:2100,17.39,49.4,126.7,114.45,80.15,376.2,0.41,249.0,74271.0
20151018:2200,16.21,56.5,26.0,65.57,15.35,361.4,0.55,269.0,74278.0
20151018:2300,14.62,67.75,0.0,-0.0,0.0,334.2,0.34,303.0,74366.0
20151019:0000,13.58,74.7,0.0,-0.0,0.0,343.2,0.48,88.0,74483.0
20151019:0100,12.8,79.1,0.0,-0.0,0.0,356.65,0.55,97.0,74600.0
20151019:0200,11.97,82.55,0.0,-0.0,0.0,350.8,0.97,103.0,74659.0
20151019:0300,11.89,83.0,0.0,-0.0,0.0,361.2,0.97,98.0,74674.0
20151019:0400,11.47,84.4,0.0,-0.0,0.0,345.2,1.1,101.0,74681.0
20151019:0500,11.23,84.6,0.0,-0.0,0.0,353.0,1.1,104.0,74681.0
20151019:0600,10.88,85.0,0.0,-0.0,0.0,362.0,1.17,106.0,74674.0
20151019:0700,11.28,77.5,0.0,-0.0,0.0,371.2,1.17,108.0,74600.0
20151019:0800,11.08,76.15,0.0,-0.0,0.0,368.6,1.31,109.0,74578.0
20151019:0900,10.87,74.35,0.0,-0.0,0.0,367.0,1.38,106.0,74556.0
20151019:1000,10.56,74.85,0.0,-0.0,0.0,347.2,1.24,104.0,74556.0
20151019:1100,10.77,73.8,54.75,336.87,32.1,358.2,1.17,105.0,74615.0
20151019:1200,11.73,70.3,148.0,208.51,81.75,353.8,1.03,106.0,74659.0
20151019:1300,13.42,63.05,189.55,149.46,108.0,363.0,0.83,114.0,74703.0
20151019:1400,14.42,60.15,268.0,129.66,172.65,371.8,0.41,128.0,74717.0
20151019:1500,14.88,61.8,402.35,243.85,189.2,379.2,0.14,195.0,74695.0
20151019:1600,15.77,62.05,472.25,191.54,289.85,361.8,0.48,241.0,74593.0
20151019:1700,17.01,56.0,455.45,162.7,298.5,369.0,0.34,196.0,74476.0
20151019:1800,17.43,53.8,475.4,210.97,283.35,372.0,0.34,185.0,74337.0
20151019:1900,18.1,48.35,387.7,268.1,175.1,369.8,0.9,161.0,74227.0
20151019:2000,18.14,47.75,332.65,308.45,141.2,363.4,0.34,178.0,74191.0
20151019:2100,17.64,49.35,170.95,260.77,65.3,368.6,0.34,311.0,74161.0
20151019:2200,16.5,57.0,26.85,59.61,17.25,355.8,0.69,313.0,74213.0
20151019:2300,14.87,67.8,0.0,-0.0,0.0,334.4,0.69,29.0,74257.0
20151020:0000,13.73,74.6,0.0,-0.0,0.0,339.2,0.9,72.0,74388.0
20151020:0100,13.22,77.95,0.0,-0.0,0.0,358.45,0.83,87.0,74469.0
20151020:0200,12.71,80.55,0.0,-0.0,0.0,366.6,0.9,91.0,74535.0
20151020:0300,12.55,81.2,0.0,-0.0,0.0,371.2,1.03,94.0,74549.0
20151020:0400,12.53,80.0,0.0,-0.0,0.0,376.6,1.1,94.0,74549.0
20151020:0500,12.32,79.65,0.0,-0.0,0.0,365.8,1.1,92.0,74527.0
20151020:0600,11.89,79.9,0.0,-0.0,0.0,363.0,1.1,97.0,74491.0
20151020:0700,11.58,81.25,0.0,-0.0,0.0,359.8,1.24,102.0,74469.0
20151020:0800,11.25,81.05,0.0,-0.0,0.0,345.2,1.24,100.0,74469.0
20151020:0900,10.9,80.65,0.0,-0.0,0.0,345.4,1.31,100.0,74469.0
20151020:1000,10.59,80.3,0.0,-0.0,0.0,347.4,1.38,99.0,74498.0
20151020:1100,10.28,81.2,89.2,565.37,51.15,339.0,1.38,95.0,74535.0
20151020:1200,11.53,76.1,249.6,422.07,115.6,353.0,1.38,103.0,74549.0
20151020:1300,13.92,64.95,508.5,653.89,152.1,351.0,1.24,109.0,74586.0
20151020:1400,16.58,53.75,669.25,698.99,155.85,360.8,0.76,128.0,74549.0
20151020:1500,18.71,45.05,811.55,708.56,193.05,352.0,1.52,127.0,74454.0
20151020:1600,20.36,39.4,920.05,748.92,207.95,361.0,0.83,143.0,74315.0
20151020:1700,21.37,35.95,810.1,621.08,212.0,360.2,0.55,219.0,74191.0
20151020:1800,20.84,37.5,708.75,573.44,187.75,349.8,0.76,238.0,74118.0
20151020:1900,20.38,38.35,555.95,523.56,141.7,356.0,0.34,264.0,74066.0
20151020:2000,19.91,39.4,382.0,398.72,135.2,363.2,0.41,317.0,74044.0
20151020:2100,19.11,41.3,153.95,198.35,73.9,359.0,0.48,318.0,74081.0
20151020:2200,17.68,47.4,22.05,60.43,12.4,354.0,0.62,341.0,74118.0
20151020:2300,16.26,56.3,0.0,-0.0,0.0,345.8,0.62,48.0,74191.0
20151021:0000,15.13,63.65,0.0,-0.0,0.0,345.0,0.9,74.0,74286.0
20151021:0100,13.93,69.75,0.0,-0.0,0.0,332.65,1.17,88.0,74403.0
20151021:0200,13.01,73.15,0.0,-0.0,0.0,325.8,1.38,92.0,74447.0
20151021:0300,12.12,77.1,0.0,-0.0,0.0,329.4,1.31,91.0,74469.0
20151021:0400,11.82,78.7,0.0,-0.0,0.0,342.0,1.24,98.0,74476.0
20151021:0500,11.5,79.8,0.0,-0.0,0.0,338.0,1.17,97.0,74454.0
20151021:0600,11.56,77.75,0.0,-0.0,0.0,356.8,1.03,97.0,74461.0
20151021:0700,11.8,77.75,0.0,-0.0,0.0,358.2,1.03,110.0,74432.0
20151021:0800,11.54,78.05,0.0,-0.0,0.0,350.2,1.1,113.0,74417.0
20151021:0900,11.6,74.55,0.0,-0.0,0.0,374.6,1.24,115.0,74425.0
20151021:1000,11.46,73.8,0.0,-0.0,0.0,364.6,1.31,107.0,74520.0
20151021:1100,11.2,73.65,83.8,485.04,51.15,360.6,1.38,106.0,74542.0
20151021:1200,11.92,70.15,288.8,452.12,145.4,340.6,1.24,109.0,74608.0
20151021:1300,14.4,59.0,462.5,570.99,151.65,333.4,0.69,129.0,74608.0
20151021:1400,16.32,50.9,613.95,516.48,235.1,342.0,0.55,216.0,74608.0
20151021:1500,18.02,45.6,696.0,438.03,314.2,345.4,0.62,187.0,74549.0
20151021:1600,19.59,39.65,814.25,518.89,321.65,351.8,0.55,157.0,74425.0
20151021:1700,20.88,35.9,873.05,605.31,291.15,360.6,0.21,229.0,74242.0
20151021:1800,21.0,36.6,767.15,601.41,221.8,352.8,0.48,251.0,74110.0
20151021:1900,21.22,35.6,571.8,456.58,211.35,352.0,0.55,255.0,74001.0
